#WormPep	CDS	SwissProtAc	SwissProtID	Description	
RP:RP24998	cr01.sctg3200.wum.1.1			
RP:RP24999	cr01.sctg345.wum.5.1			
RP:RP25000	cr01.sctg99.wum.10.1			
RP:RP25001	cr01.sctg6682.wum.1.1			
RP:RP25002	cr01.sctg2.wum.248.1			
RP:RP25003	cr01.sctg71.wum.4.1			
RP:RP25004	cr01.sctg11.wum.261.1			
RP:RP25005	cr01.sctg287.wum.11.1			
RP:RP25006	cr01.sctg1.wum.288.1			
RP:RP25007	cr01.sctg153.wum.16.1			
RP:RP25008	cr01.sctg1194.wum.3.1			
RP:RP25009	cr01.sctg109.wum.63.1			
RP:RP25010	cr01.sctg0.wum.191.1			
RP:RP25011	cr01.sctg11.wum.320.1			
RP:RP25012	cr01.sctg101.wum.7.1			
RP:RP25013	cr01.sctg0.wum.169.1			
RP:RP25014	cr01.sctg34.wum.77.1			
RP:RP25015	cr01.sctg904.wum.8.1			
RP:RP25016	cr01.sctg112.wum.33.1			
RP:RP25017	cr01.sctg6.wum.411.1			
RP:RP25018	cr01.sctg2.wum.389.1			
RP:RP25019	cr01.sctg1012.wum.2.1			
RP:RP25020	cr01.sctg16.wum.196.1			
RP:RP25021	cr01.sctg3267.wum.2.2			
RP:RP25022	cr01.sctg1391.wum.1.1			
RP:RP25023	cr01.sctg1189.wum.3.1			
RP:RP25024	cr01.sctg3667.wum.1.1			
RP:RP25025	cr01.sctg798.wum.3.1			
RP:RP25026	cr01.sctg65.wum.81.1			
RP:RP25027	cr01.sctg15.wum.149.1			
RP:RP25028	cr01.sctg6703.wum.1.1			
RP:RP25029	124155			
RP:RP25030	cr01.sctg1685.wum.1.1			
RP:RP25031	cr01.sctg234.wum.9.1			
RP:RP25032	cr01.sctg984.wum.2.1			
RP:RP25033	cr01.sctg18.wum.240.1			
RP:RP25034	cr01.sctg3.wum.264.1			
RP:RP25035	cr01.sctg11.wum.71.1			
RP:RP25036	cr01.sctg59.wum.67.1			
RP:RP25037	cr01.sctg79.wum.9.1			
RP:RP25038	cr01.sctg72.wum.19.1			
RP:RP25039	cr01.sctg0.wum.112.1			
RP:RP25040	cr01.sctg29.wum.16.1			
RP:RP25041	cr01.sctg1478.wum.1.1			
RP:RP25042	cr01.sctg49.wum.75.1			
RP:RP25043	cr01.sctg28.wum.38.1			
RP:RP25044	cr01.sctg1.wum.95.1			
RP:RP25045	cr01.sctg27.wum.1.2			
RP:RP25046	cr01.sctg165.wum.30.1			
RP:RP25047	cr01.sctg285.wum.14.1			
RP:RP25048	cr01.sctg5.wum.162.3			
RP:RP25049	cr01.sctg0.wum.18.1			
RP:RP25050	cr01.sctg19.wum.45.1			
RP:RP25051	cr01.sctg30.wum.98.1			
RP:RP25052	cr01.sctg1.wum.969.1			
RP:RP25053	cr01.sctg279.wum.4.1			
RP:RP25054	cr01.sctg1.wum.5.1			
RP:RP25055	cr01.sctg22.wum.66.1			
RP:RP25056	cr01.sctg6.wum.386.1			
RP:RP25057	cr01.sctg193.wum.1.1			
RP:RP25058	cr01.sctg4.wum.63.1			
RP:RP25059	cr01.sctg447.wum.1.1			
RP:RP25060	cr01.sctg252.wum.3.1			
RP:RP25061	cr01.sctg695.wum.2.1			
RP:RP25062	cr01.sctg30.wum.6.1			
RP:RP25063	cr01.sctg33.wum.168.1			
RP:RP25064	cr01.sctg4.wum.76.1			
RP:RP25065	cr01.sctg49.wum.85.1			
RP:RP25066	cr01.sctg1608.wum.1.1			
RP:RP25067	cr01.sctg66.wum.5.1			
RP:RP25068	cr01.sctg13.wum.70.1			
RP:RP25069	cr01.sctg9.wum.65.1			
RP:RP25070	cr01.sctg131.wum.3.1			
RP:RP25071	cr01.sctg5.wum.201.1			
RP:RP25072	cr01.sctg33.wum.30.1			
RP:RP25073	cr01.sctg1987.wum.1.1			
RP:RP25074	cr01.sctg9.wum.92.1			
RP:RP25075	cr01.sctg35.wum.124.1			
RP:RP25076	cr01.sctg545.wum.1.1			
RP:RP25077	cr01.sctg42.wum.82.1			
RP:RP25078	cr01.sctg47.wum.42.1			
RP:RP25079	cr01.sctg3805.wum.2.1			
RP:RP25080	cr01.sctg1164.wum.1.1			
RP:RP25081	cr01.sctg163.wum.14.1			
RP:RP25082	cr01.sctg2.wum.405.1			
RP:RP25083	cr01.sctg43.wum.5.1			
RP:RP25084	cr01.sctg5.wum.383.1			
RP:RP25085	cr01.sctg5.wum.43.1			
RP:RP25086	124155			
RP:RP25087	cr01.sctg2.wum.594.1			
RP:RP25088	cr01.sctg1.wum.633.1			
RP:RP25089	cr01.sctg272.wum.1.1			
RP:RP25090	cr01.sctg1.wum.615.1			
RP:RP25091	cr01.sctg23.wum.58.1			
RP:RP25092	cr01.sctg1.wum.141.1			
RP:RP25093	cr01.sctg184.wum.15.1			
RP:RP25094	cr01.sctg2.wum.379.1			
RP:RP25095	cr01.sctg852.wum.4.1			
RP:RP25096	cr01.sctg0.wum.1049.1			
RP:RP25097	cr01.sctg2.wum.110.1			
RP:RP25098	cr01.sctg3.wum.612.1			
RP:RP25099	cr01.sctg16.wum.81.1			
RP:RP25100	cr01.sctg6.wum.193.1			
RP:RP25101	cr01.sctg4.wum.30.1			
RP:RP25102	cr01.sctg11.wum.10.1			
RP:RP25103	cr01.sctg4.wum.419.1			
RP:RP25104	cr01.sctg3623.wum.3.1			
RP:RP25105	cr01.sctg13.wum.190.1			
RP:RP25106	cr01.sctg17.wum.124.1			
RP:RP25107	cr01.sctg28.wum.34.1			
RP:RP25108	cr01.sctg0.wum.231.1			
RP:RP25109	cr01.sctg1058.wum.1.1			
RP:RP25110	cr01.sctg231.wum.1.1			
RP:RP25111	cr01.sctg0.wum.1055.1			
RP:RP25112	cr01.sctg1.wum.231.1			
RP:RP25113	cr01.sctg101.wum.37.1			
RP:RP25114	cr01.sctg29.wum.143.1			
RP:RP25115	cr01.sctg2.wum.512.1			
RP:RP25116	cr01.sctg29.wum.9.1			
RP:RP25117	cr01.sctg92.wum.34.1			
RP:RP25118	cr01.sctg45.wum.71.1			
RP:RP25119	cr01.sctg408.wum.1.1			
RP:RP25120	cr01.sctg5.wum.529.1			
RP:RP25121	cr01.sctg1444.wum.1.1			
RP:RP25122	cr01.sctg40.wum.52.1			
RP:RP25123	cr01.sctg1236.wum.2.1			
RP:RP25124	cr01.sctg68.wum.26.1			
RP:RP25125	cr01.sctg161.wum.2.1			
RP:RP25126	cr01.sctg4.wum.600.1			
RP:RP25127	cr01.sctg9.wum.239.1			
RP:RP25128	cr01.sctg29.wum.106.1			
RP:RP25129	cr01.sctg5.wum.286.1			
RP:RP25130	cr01.sctg13.wum.271.1			
RP:RP25131	cr01.sctg62.wum.23.1			
RP:RP25132	cr01.sctg360.wum.6.1			
RP:RP25133	cr01.sctg67.wum.29.1			
RP:RP25134	cr01.sctg2035.wum.1.1			
RP:RP25135	cr01.sctg6.wum.40.1			
RP:RP25136	cr01.sctg3.wum.58.1			
RP:RP25137	cr01.sctg19.wum.156.1			
RP:RP25138	cr01.sctg5.wum.479.1			
RP:RP25139	cr01.sctg44.wum.28.1			
RP:RP25140	cr01.sctg36.wum.103.1			
RP:RP25141	cr01.sctg12.wum.191.1			
RP:RP25142	cr01.sctg3.wum.425.1			
RP:RP25143	cr01.sctg22.wum.39.1			
RP:RP25144	cr01.sctg50.wum.53.1			
RP:RP25145	cr01.sctg53.wum.2.1			
RP:RP25146	cr01.sctg3.wum.129.1			
RP:RP25147	cr01.sctg25.wum.78.1			
RP:RP25148	cr01.sctg19.wum.32.1			
RP:RP25149	cr01.sctg52.wum.22.1			
RP:RP25150	cr01.sctg72.wum.49.1			
RP:RP25151	cr01.sctg10.wum.102.1			
RP:RP25152	cr01.sctg49.wum.82.1			
RP:RP25153	cr01.sctg1234.wum.2.1			
RP:RP25154	cr01.sctg1072.wum.2.1			
RP:RP25155	cr01.sctg75.wum.18.1			
RP:RP25156	cr01.sctg26.wum.79.1			
RP:RP25157	cr01.sctg87.wum.48.1			
RP:RP25158	cr01.sctg80.wum.18.1			
RP:RP25159	cr01.sctg863.wum.4.1			
RP:RP25160	cr01.sctg33.wum.14.1			
RP:RP25161	cr01.sctg34.wum.45.1			
RP:RP25162	cr01.sctg967.wum.3.1			
RP:RP25163	cr01.sctg55.wum.46.1			
RP:RP25164	124155			
RP:RP25165	cr01.sctg118.wum.1.1			
RP:RP25166	cr01.sctg1205.wum.1.1			
RP:RP25167	cr01.sctg3091.wum.2.1			
RP:RP25168	cr01.sctg7.wum.367.1			
RP:RP25169	cr01.sctg1.wum.888.1			
RP:RP25170	cr01.sctg3701.wum.1.1			
RP:RP25171	cr01.sctg1.wum.862.1			
RP:RP25172	cr01.sctg25.wum.29.1			
RP:RP25173	cr01.sctg5014.wum.1.1			
RP:RP25174	cr01.sctg63.wum.51.1			
RP:RP25175	cr01.sctg124.wum.1.1			
RP:RP25176	cr01.sctg1.wum.395.1			
RP:RP25177	cr01.sctg34.wum.44.1			
RP:RP25178	cr01.sctg60.wum.15.1			
RP:RP25179	cr01.sctg1845.wum.2.1			
RP:RP25180	cr01.sctg2130.wum.2.1			
RP:RP25181	cr01.sctg14.wum.186.1			
RP:RP25182	cr01.sctg20.wum.94.1			
RP:RP25183	cr01.sctg9.wum.419.1			
RP:RP25184	cr01.sctg2.wum.109.1			
RP:RP25185	cr01.sctg14.wum.89.1			
RP:RP25186	cr01.sctg190.wum.17.1			
RP:RP25187	cr01.sctg0.wum.859.1			
RP:RP25188	cr01.sctg84.wum.20.1			
RP:RP25189	cr01.sctg7728.wum.1.1			
RP:RP25190	cr01.sctg26.wum.103.1			
RP:RP25191	cr01.sctg11.wum.67.1			
RP:RP25192	cr01.sctg1372.wum.1.1			
RP:RP25193	cr01.sctg138.wum.38.1			
RP:RP25194	cr01.sctg52.wum.69.1			
RP:RP25195	cr01.sctg47.wum.86.1			
RP:RP25196	cr01.sctg7.wum.50.1			
RP:RP25197	cr01.sctg142.wum.18.1			
RP:RP25198	cr01.sctg20.wum.127.1			
RP:RP25199	cr01.sctg11.wum.280.1			
RP:RP25200	cr01.sctg7.wum.501.1			
RP:RP25201	cr01.sctg75.wum.3.1			
RP:RP25202	cr01.sctg147.wum.24.1			
RP:RP25203	cr01.sctg19.wum.109.1			
RP:RP25204	cr01.sctg11.wum.113.1			
RP:RP25205	cr01.sctg31.wum.11.1			
RP:RP25206	cr01.sctg360.wum.2.1			
RP:RP25207	cr01.sctg8.wum.55.1			
RP:RP25208	cr01.sctg127.wum.42.1			
RP:RP25209	cr01.sctg114.wum.24.1			
RP:RP25210	cr01.sctg222.wum.2.1			
RP:RP25211	cr01.sctg11.wum.40.1			
RP:RP25212	cr01.sctg87.wum.21.1			
RP:RP25213	cr01.sctg3.wum.322.2			
RP:RP25214	cr01.sctg66.wum.59.1			
RP:RP25215	cr01.sctg2237.wum.1.1			
RP:RP25216	cr01.sctg384.wum.4.1			
RP:RP25217	cr01.sctg5.wum.141.1			
RP:RP25218	cr01.sctg56.wum.34.1			
RP:RP25219	cr01.sctg453.wum.3.1			
RP:RP25220	cr01.sctg0.wum.584.1			
RP:RP25221	cr01.sctg10.wum.37.1			
RP:RP25222	cr01.sctg6.wum.444.1			
RP:RP25223	cr01.sctg2.wum.34.1			
RP:RP25224	cr01.sctg7403.wum.1.1			
RP:RP25225	cr01.sctg1787.wum.2.1			
RP:RP25226	cr01.sctg7.wum.494.1			
RP:RP25227	cr01.sctg89.wum.64.1			
RP:RP25228	cr01.sctg3.wum.492.1			
RP:RP25229	cr01.sctg5.wum.492.1			
RP:RP25230	cr01.sctg3.wum.70.1			
RP:RP25231	cr01.sctg7.wum.29.1			
RP:RP25232	cr01.sctg14.wum.133.1			
RP:RP25233	cr01.sctg32.wum.26.1			
RP:RP25234	cr01.sctg112.wum.30.1			
RP:RP25235	cr01.sctg3.wum.221.1			
RP:RP25236	cr01.sctg13.wum.227.1			
RP:RP25237	cr01.sctg2.wum.713.1			
RP:RP25238	cr01.sctg43.wum.1.1			
RP:RP25239	cr01.sctg428.wum.5.1			
RP:RP25240	cr01.sctg209.wum.9.1			
RP:RP25241	cr01.sctg229.wum.8.1			
RP:RP25242	cr01.sctg4.wum.92.1			
RP:RP25243	cr01.sctg35.wum.87.1			
RP:RP25244	cr01.sctg29.wum.56.1			
RP:RP25245	124155			
RP:RP25246	cr01.sctg11.wum.291.1			
RP:RP25247	cr01.sctg58.wum.53.1			
RP:RP25248	cr01.sctg8.wum.29.1			
RP:RP25249	cr01.sctg2.wum.305.1			
RP:RP25250	cr01.sctg65.wum.115.1			
RP:RP25251	cr01.sctg13.wum.205.1			
RP:RP25252	cr01.sctg1.wum.412.1			
RP:RP25253	cr01.sctg64.wum.43.1			
RP:RP25254	cr01.sctg102.wum.22.1			
RP:RP25255	cr01.sctg4.wum.564.1			
RP:RP25256	cr01.sctg2.wum.695.1			
RP:RP25257	cr01.sctg59.wum.23.1			
RP:RP25258	cr01.sctg27.wum.25.1			
RP:RP25259	cr01.sctg1671.wum.1.1			
RP:RP25260	cr01.sctg68.wum.57.1			
RP:RP25261	cr01.sctg1016.wum.1.1			
RP:RP25262	cr01.sctg0.wum.536.1			
RP:RP25263	cr01.sctg37.wum.77.1			
RP:RP25264	cr01.sctg53.wum.31.1			
RP:RP25265	cr01.sctg7.wum.374.1			
RP:RP25266	cr01.sctg63.wum.72.1			
RP:RP25267	cr01.sctg72.wum.54.1			
RP:RP25268	cr01.sctg8.wum.38.1			
RP:RP25269	cr01.sctg36.wum.81.1			
RP:RP25270	cr01.sctg12.wum.158.1			
RP:RP25271	cr01.sctg73.wum.57.2			
RP:RP25272	cr01.sctg75.wum.11.1			
RP:RP25273	cr01.sctg190.wum.6.1			
RP:RP25274	cr01.sctg128.wum.1.1			
RP:RP25275	cr01.sctg198.wum.13.1			
RP:RP25276	cr01.sctg2.wum.256.1			
RP:RP25277	cr01.sctg6.wum.115.1			
RP:RP25278	cr01.sctg4.wum.595.1			
RP:RP25279	cr01.sctg0.wum.16.1			
RP:RP25280	cr01.sctg2.wum.157.1			
RP:RP25281	cr01.sctg276.wum.17.1			
RP:RP25282	cr01.sctg32.wum.186.1			
RP:RP25283	cr01.sctg1.wum.24.1			
RP:RP25284	cr01.sctg132.wum.37.1			
RP:RP25285	cr01.sctg16.wum.5.1			
RP:RP25286	cr01.sctg563.wum.1.1			
RP:RP25287	cr01.sctg12.wum.254.1			
RP:RP25288	cr01.sctg10.wum.140.1			
RP:RP25289	cr01.sctg3.wum.358.1			
RP:RP25290	cr01.sctg0.wum.27.1			
RP:RP25291	cr01.sctg30.wum.77.1			
RP:RP25292	cr01.sctg8165.wum.1.1			
RP:RP25293	cr01.sctg52.wum.91.1			
RP:RP25294	cr01.sctg6.wum.248.1			
RP:RP25295	cr01.sctg177.wum.35.1			
RP:RP25296	124155			
RP:RP25297	cr01.sctg59.wum.49.1			
RP:RP25298	cr01.sctg44.wum.59.1			
RP:RP25299	cr01.sctg154.wum.4.1			
RP:RP25300	cr01.sctg1.wum.301.1			
RP:RP25301	cr01.sctg13.wum.98.1			
RP:RP25302	cr01.sctg6.wum.13.1			
RP:RP25303	cr01.sctg66.wum.29.1			
RP:RP25304	cr01.sctg9.wum.86.1			
RP:RP25305	cr01.sctg280.wum.5.1			
RP:RP25306	cr01.sctg41.wum.82.1			
RP:RP25307	cr01.sctg15.wum.235.1			
RP:RP25308	cr01.sctg3.wum.573.1			
RP:RP25309	cr01.sctg4.wum.371.1			
RP:RP25310	cr01.sctg78.wum.5.1			
RP:RP25311	cr01.sctg31.wum.52.1			
RP:RP25312	cr01.sctg200.wum.8.1			
RP:RP25313	cr01.sctg5.wum.613.1			
RP:RP25314	cr01.sctg26.wum.147.1			
RP:RP25315	cr01.sctg2043.wum.2.1			
RP:RP25316	cr01.sctg12.wum.306.1			
RP:RP25317	cr01.sctg103.wum.12.1			
RP:RP25318	cr01.sctg10.wum.172.1			
RP:RP25319	cr01.sctg1729.wum.2.1			
RP:RP25320	cr01.sctg29.wum.132.1			
RP:RP25321	cr01.sctg515.wum.1.1			
RP:RP25322	cr01.sctg2.wum.17.4			
RP:RP25323	cr01.sctg39.wum.21.1			
RP:RP25324	cr01.sctg216.wum.3.1			
RP:RP25325	cr01.sctg73.wum.16.1			
RP:RP25326	cr01.sctg2798.wum.3.1			
RP:RP25327	cr01.sctg12.wum.244.1			
RP:RP25328	cr01.sctg3376.wum.1.1			
RP:RP25329	cr01.sctg191.wum.1.1			
RP:RP25330	cr01.sctg2652.wum.2.1			
RP:RP25331	cr01.sctg18.wum.161.1			
RP:RP25332	cr01.sctg3.wum.232.1			
RP:RP25333	cr01.sctg3185.wum.1.1			
RP:RP25334	cr01.sctg3347.wum.2.1			
RP:RP25335	cr01.sctg658.wum.1.1			
RP:RP25336	cr01.sctg32.wum.89.1			
RP:RP25337	cr01.sctg4419.wum.1.1			
RP:RP25338	cr01.sctg10.wum.360.1			
RP:RP25339	cr01.sctg0.wum.703.1			
RP:RP25340	cr01.sctg3.wum.304.1			
RP:RP25341	cr01.sctg115.wum.17.1			
RP:RP25342	cr01.sctg1949.wum.3.1			
RP:RP25343	cr01.sctg67.wum.78.1			
RP:RP25344	cr01.sctg138.wum.15.1			
RP:RP25345	cr01.sctg6341.wum.1.1			
RP:RP25346	cr01.sctg79.wum.14.1			
RP:RP25347	cr01.sctg1.wum.94.1			
RP:RP25348	cr01.sctg5431.wum.1.1			
RP:RP25349	cr01.sctg102.wum.35.1			
RP:RP25350	cr01.sctg20.wum.177.1			
RP:RP25351	cr01.sctg14.wum.221.1			
RP:RP25352	cr01.sctg309.wum.5.1			
RP:RP25353	cr01.sctg67.wum.67.1			
RP:RP25354	cr01.sctg682.wum.2.1			
RP:RP25355	cr01.sctg63.wum.30.1			
RP:RP25356	cr01.sctg10.wum.144.1			
RP:RP25357	cr01.sctg19.wum.5.1			
RP:RP25358	cr01.sctg70.wum.7.1			
RP:RP25359	cr01.sctg10.wum.344.1			
RP:RP25360	cr01.sctg2.wum.703.1			
RP:RP25361	cr01.sctg0.wum.135.1			
RP:RP25362	cr01.sctg722.wum.1.1			
RP:RP25363	cr01.sctg10.wum.234.1			
RP:RP25364	cr01.sctg4.wum.411.1			
RP:RP25365	cr01.sctg2405.wum.1.1			
RP:RP25366	cr01.sctg2053.wum.1.1			
RP:RP25367	cr01.sctg14.wum.258.1			
RP:RP25368	cr01.sctg358.wum.2.1			
RP:RP25369	cr01.sctg89.wum.15.1			
RP:RP25370	cr01.sctg284.wum.12.1			
RP:RP25371	cr01.sctg303.wum.2.1			
RP:RP25372	cr01.sctg4.wum.448.1			
RP:RP25373	cr01.sctg13.wum.89.1			
RP:RP25374	cr01.sctg28.wum.60.1			
RP:RP25375	cr01.sctg53.wum.64.1			
RP:RP25376	cr01.sctg9.wum.171.1			
RP:RP25377	cr01.sctg6.wum.551.1			
RP:RP25378	cr01.sctg2.wum.444.1			
RP:RP25379	cr01.sctg4958.wum.1.1			
RP:RP25380	cr01.sctg161.wum.31.1			
RP:RP25381	cr01.sctg16.wum.146.1			
RP:RP25382	cr01.sctg38.wum.1.1			
RP:RP25383	cr01.sctg64.wum.18.1			
RP:RP25384	cr01.sctg131.wum.17.1			
RP:RP25385	cr01.sctg95.wum.11.1			
RP:RP25386	cr01.sctg194.wum.10.1			
RP:RP25387	cr01.sctg915.wum.2.1			
RP:RP25388	cr01.sctg6018.wum.1.1			
RP:RP25389	cr01.sctg117.wum.18.1			
RP:RP25390	cr01.sctg45.wum.57.1			
RP:RP25391	cr01.sctg7.wum.146.1			
RP:RP25392	cr01.sctg843.wum.3.1			
RP:RP25393	cr01.sctg31.wum.7.1			
RP:RP25394	cr01.sctg3826.wum.1.1			
RP:RP25395	cr01.sctg105.wum.12.1			
RP:RP25396	cr01.sctg61.wum.29.1			
RP:RP25397	cr01.sctg91.wum.7.1			
RP:RP25398	cr01.sctg1025.wum.2.1			
RP:RP25399	cr01.sctg20.wum.137.1			
RP:RP25400	cr01.sctg60.wum.33.1			
RP:RP25401	cr01.sctg131.wum.2.1			
RP:RP25402	cr01.sctg27.wum.5.1			
RP:RP25403	cr01.sctg197.wum.10.1			
RP:RP25404	cr01.sctg9105.wum.1.1			
RP:RP25405	cr01.sctg9.wum.203.1			
RP:RP25406	cr01.sctg105.wum.21.1			
RP:RP25407	cr01.sctg41.wum.87.1			
RP:RP25408	cr01.sctg350.wum.7.1			
RP:RP25409	cr01.sctg153.wum.14.1			
RP:RP25410	cr01.sctg108.wum.2.1			
RP:RP25411	cr01.sctg27.wum.17.1			
RP:RP25412	cr01.sctg16.wum.279.1			
RP:RP25413	cr01.sctg14.wum.271.1			
RP:RP25414	cr01.sctg3.wum.448.1			
RP:RP25415	cr01.sctg173.wum.5.1			
RP:RP25416	cr01.sctg17.wum.196.1			
RP:RP25417	cr01.sctg3.wum.433.1			
RP:RP25418	cr01.sctg83.wum.2.1			
RP:RP25419	cr01.sctg16.wum.77.1			
RP:RP25420	cr01.sctg2627.wum.1.1			
RP:RP25421	cr01.sctg1.wum.465.1			
RP:RP25422	cr01.sctg2.wum.316.1			
RP:RP25423	cr01.sctg12.wum.117.1			
RP:RP25424	cr01.sctg1422.wum.1.1			
RP:RP25425	cr01.sctg168.wum.2.1			
RP:RP25426	cr01.sctg42.wum.24.1			
RP:RP25427	cr01.sctg14.wum.357.1			
RP:RP25428	cr01.sctg368.wum.2.1			
RP:RP25429	cr01.sctg24.wum.4.1			
RP:RP25430	cr01.sctg1.wum.523.1			
RP:RP25431	cr01.sctg67.wum.38.1			
RP:RP25432	cr01.sctg16.wum.274.1			
RP:RP25433	cr01.sctg285.wum.3.1			
RP:RP25434	cr01.sctg16.wum.156.1			
RP:RP25435	cr01.sctg9.wum.186.1			
RP:RP25436	cr01.sctg2.wum.73.2			
RP:RP25437	cr01.sctg70.wum.23.1			
RP:RP25438	cr01.sctg100.wum.44.1			
RP:RP25439	cr01.sctg77.wum.31.1			
RP:RP25440	cr01.sctg2.wum.721.1			
RP:RP25441	cr01.sctg1287.wum.1.1			
RP:RP25442	cr01.sctg2.wum.589.1			
RP:RP25443	cr01.sctg95.wum.15.1			
RP:RP25444	cr01.sctg922.wum.5.1			
RP:RP25445	cr01.sctg359.wum.3.1			
RP:RP25446	cr01.sctg2748.wum.1.1			
RP:RP25447	cr01.sctg1657.wum.4.1			
RP:RP25448	cr01.sctg63.wum.75.1			
RP:RP25449	cr01.sctg212.wum.5.1			
RP:RP25450	cr01.sctg7.wum.379.1			
RP:RP25451	cr01.sctg19.wum.49.1			
RP:RP25452	cr01.sctg0.wum.1012.1			
RP:RP25453	cr01.sctg670.wum.1.1			
RP:RP25454	cr01.sctg39.wum.65.1			
RP:RP25455	cr01.sctg5.wum.307.1			
RP:RP25456	cr01.sctg2.wum.350.1			
RP:RP25457	cr01.sctg385.wum.5.1			
RP:RP25458	cr01.sctg77.wum.40.1			
RP:RP25459	cr01.sctg14.wum.17.1			
RP:RP25460	cr01.sctg2946.wum.1.1			
RP:RP25461	cr01.sctg90.wum.50.1			
RP:RP25462	cr01.sctg4.wum.176.1			
RP:RP25463	cr01.sctg253.wum.10.1			
RP:RP25464	cr01.sctg36.wum.57.1			
RP:RP25465	cr01.sctg187.wum.11.1			
RP:RP25466	cr01.sctg11.wum.81.1			
RP:RP25467	cr01.sctg33.wum.135.1			
RP:RP25468	cr01.sctg97.wum.14.1			
RP:RP25469	cr01.sctg11.wum.242.1			
RP:RP25470	cr01.sctg6.wum.50.1			
RP:RP25471	cr01.sctg1803.wum.1.1			
RP:RP25472	cr01.sctg8592.wum.1.1			
RP:RP25473	cr01.sctg128.wum.19.2			
RP:RP25474	cr01.sctg1.wum.107.1			
RP:RP25475	cr01.sctg60.wum.28.1			
RP:RP25476	cr01.sctg1190.wum.4.1			
RP:RP25477	cr01.sctg202.wum.11.1			
RP:RP25478	cr01.sctg1399.wum.1.1			
RP:RP25479	cr01.sctg517.wum.3.1			
RP:RP25480	cr01.sctg33.wum.105.1			
RP:RP25481	cr01.sctg1.wum.532.1			
RP:RP25482	cr01.sctg63.wum.21.1			
RP:RP25483	cr01.sctg45.wum.69.1			
RP:RP25484	cr01.sctg1737.wum.2.1			
RP:RP25485	cr01.sctg8906.wum.1.1			
RP:RP25486	cr01.sctg2810.wum.1.1			
RP:RP25487	cr01.sctg66.wum.6.1			
RP:RP25488	cr01.sctg1264.wum.1.1			
RP:RP25489	cr01.sctg174.wum.10.1			
RP:RP25490	cr01.sctg15.wum.96.1			
RP:RP25491	cr01.sctg71.wum.20.1			
RP:RP25492	cr01.sctg11.wum.310.1			
RP:RP25493	cr01.sctg266.wum.6.1			
RP:RP25494	cr01.sctg1.wum.711.1			
RP:RP25495	cr01.sctg16.wum.104.1			
RP:RP25496	cr01.sctg2748.wum.2.1			
RP:RP25497	cr01.sctg1752.wum.4.1			
RP:RP25498	cr01.sctg184.wum.9.1			
RP:RP25499	cr01.sctg58.wum.82.1			
RP:RP25500	cr01.sctg1615.wum.2.1			
RP:RP25501	cr01.sctg89.wum.27.1			
RP:RP25502	cr01.sctg230.wum.7.1			
RP:RP25503	cr01.sctg309.wum.1.1			
RP:RP25504	cr01.sctg53.wum.75.1			
RP:RP25505	cr01.sctg95.wum.23.1			
RP:RP25506	cr01.sctg2835.wum.1.1			
RP:RP25507	cr01.sctg9.wum.23.1			
RP:RP25508	cr01.sctg584.wum.1.1			
RP:RP25509	cr01.sctg69.wum.31.1			
RP:RP25510	cr01.sctg332.wum.2.1			
RP:RP25511	cr01.sctg2.wum.746.1			
RP:RP25512	cr01.sctg26.wum.4.1			
RP:RP25513	cr01.sctg0.wum.4.1			
RP:RP25514	cr01.sctg23.wum.14.1			
RP:RP25515	cr01.sctg1.wum.522.1			
RP:RP25516	cr01.sctg12.wum.183.1			
RP:RP25517	cr01.sctg190.wum.1.1			
RP:RP25518	cr01.sctg20.wum.27.1			
RP:RP25519	cr01.sctg10.wum.168.1			
RP:RP25520	cr01.sctg7.wum.159.1			
RP:RP25521	cr01.sctg4.wum.432.1			
RP:RP25522	cr01.sctg6.wum.409.1			
RP:RP25523	cr01.sctg21.wum.95.1			
RP:RP25524	cr01.sctg28.wum.6.1			
RP:RP25525	cr01.sctg6.wum.66.1			
RP:RP25526	cr01.sctg238.wum.11.1			
RP:RP25527	cr01.sctg1103.wum.3.1			
RP:RP25528	cr01.sctg217.wum.5.1			
RP:RP25529	cr01.sctg0.wum.273.1			
RP:RP25530	cr01.sctg20.wum.107.1			
RP:RP25531	cr01.sctg380.wum.3.1			
RP:RP25532	cr01.sctg239.wum.6.1			
RP:RP25533	cr01.sctg235.wum.10.1			
RP:RP25534	cr01.sctg9.wum.242.1			
RP:RP25535	cr01.sctg49.wum.63.1			
RP:RP25536	cr01.sctg191.wum.5.1			
RP:RP25537	cr01.sctg5.wum.558.1			
RP:RP25538	cr01.sctg63.wum.24.1			
RP:RP25539	cr01.sctg56.wum.52.1			
RP:RP25540	cr01.sctg46.wum.11.1			
RP:RP25541	cr01.sctg35.wum.94.1			
RP:RP25542	cr01.sctg95.wum.31.1			
RP:RP25543	cr01.sctg12.wum.83.1			
RP:RP25544	cr01.sctg3.wum.272.1			
RP:RP25545	cr01.sctg55.wum.1.1			
RP:RP25546	cr01.sctg427.wum.1.1			
RP:RP25547	cr01.sctg81.wum.79.1			
RP:RP25548	cr01.sctg2.wum.255.1			
RP:RP25549	cr01.sctg52.wum.42.1			
RP:RP25550	cr01.sctg7.wum.296.1			
RP:RP25551	cr01.sctg105.wum.7.1			
RP:RP25552	cr01.sctg26.wum.134.1			
RP:RP25553	cr01.sctg6.wum.31.1			
RP:RP25554	cr01.sctg15.wum.146.1			
RP:RP25555	cr01.sctg183.wum.14.1			
