GENE ID	Gene Name	Synonyms	Gene products
DDB_G0282053	DDB_G0282053		
DDB_G0282055	DDB_G0282055		C2 domain-containing protein, Ras GTPase activation domain-containing protein
DDB_G0282057	DDB_G0282057		
DDB_G0282059	DDB_G0282059		
DDB_G0282061	DDB_G0282061		
DDB_G0282063	DDB_G0282063		
DDB_G0282065	DDB_G0282065		
DDB_G0282067	DDB_G0282067		putative zinc transporter, cation diffusion facilitator (CDF) family protein
DDB_G0282069	slrA		leucine-rich repeat-containing protein (LRR), S-cell enriched leucine-rich repeat protein
DDB_G0282071	DDB_G0282071		
DDB_G0282073	gxcG	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein
DDB_G0282075	xpnpep3	APP3	peptidase M24 family protein, Xaa-Pro aminopeptidase 3
DDB_G0282077	DDB_G0282077		
DDB_G0282079	pks20_ps	pks20, dipks20	pseudogene
DDB_G0282083	DDB_G0282083_RTE		integrase
DDB_G0282085	DDB_G0282085_RTE		integrase fragment
DDB_G0282087	DDB_G0282087		
DDB_G0282089	DDB_G0282089_ps		pseudogene
DDB_G0282093	DDB_G0282093		
DDB_G0282095	DDB_G0282095		beta-lactamase family protein
DDB_G0282097	cxfA	cox6, coxVI	cytochrome c oxidase subunit VI
DDB_G0282099	rio2		putative protein serine/threonine kinase, protein kinase, Atypical group, RIO family protein kinase, RIO2 subfamily protein kinase
DDB_G0282101	DDB_G0282101		
DDB_G0282103	abcG24		ABC transporter G family protein
DDB_G0282105	DDB_G0282105	PP2C	protein phosphatase 2C
DDB_G0282107	DDB_G0282107		putative phospholipid transfer protein
DDB_G0282109	DDB_G0282109		putative phospholipid transfer protein, ML domain-containing protein
DDB_G0282111	DDB_G0282111		
DDB_G0282113	DDB_G0282113		
DDB_G0282115	DDB_G0282115		SNF2-related domain-containing protein, C3HC4-type zinc finger-containing protein, CHR group protein, helicase, C-terminal domain-containing protein
DDB_G0282117	DDB_G0282117		
DDB_G0282119	DDB_G0282119		
DDB_G0282121	DDB_G0282121		unknown
DDB_G0282123	DDB_G0282123		
DDB_G0282125	DDB_G0282125		
DDB_G0282127	DDB_G0282127		
DDB_G0282129	DDB_G0282129		
DDB_G0282131	DDB_G0282131		
DDB_G0282133	DDB_G0282133		
DDB_G0282135	DDB_G0282135		PhoPQ-activated pathogenicity-related protein
DDB_G0282137	DDB_G0282137		unknown
DDB_G0282139	DDB_G0282139		
DDB_G0282141	hatA	hsI	actin binding protein, hisactophilin I
DDB_G0282143	hatB	hsII	actin binding protein, hisactophilin II
DDB_G0282145	ptpC	PTP3	protein tyrosine phosphatase, phosphotyrosine phosphatase ptp3
DDB_G0282147	fadB	des5-2	delta 5 fatty acid desaturase
DDB_G0282149	DDB_G0282149		
DDB_G0282151	DDB_G0282151		
DDB_G0282153	DDB_G0282153		
DDB_G0282155	DDB_G0282155		
DDB_G0282157	DDB_G0282157		
DDB_G0282159	DDB_G0282159		Gll4250 protein.
DDB_G0282161	DDB_G0282161		ubiquitin-like protein
DDB_G0282163	DDB_G0282163		
DDB_G0282165	DDB_G0282165		
DDB_G0282167	DDB_G0282167		
DDB_G0282169	DDB_G0282169		
DDB_G0282171	DDB_G0282171		
DDB_G0282175	grlF		G-protein-coupled receptor (GPCR) family 3 protein 6
DDB_G0282177	DDB_G0282177		putative phospholipid transfer protein, ML domain-containing protein
DDB_G0282179	DDB_G0282179		putative phospholipid transfer protein, ML domain-containing protein
DDB_G0282181	nvl		AAA ATPase domain-containing protein, nuclear VCP-like protein, valosin-containing protein
DDB_G0282183	CYP513A1		cytochrome P450 family protein
DDB_G0282185	DDB_G0282185		RING zinc finger-containing protein, U box domain-containing protein
DDB_G0282187	DDB_G0282187		
DDB_G0282189	tupA	TUP1	transcriptional repressor TUP1
DDB_G0282191	polA1		DNA polymerase alpha catalytic subunit, DNA polymerase alpha-primase
DDB_G0282193	DDB_G0282193		
DDB_G0282195	timm16	pam16	presequence translocated-associated motor subunit, mitochondrial import inner membrane translocase subunit 16
DDB_G0282197	DDB_G0282197		membrane bound O-acyl transferase family protein
DDB_G0282199	allB1	allB	allantoinase
DDB_G0282201	DDB_G0282201		
DDB_G0282203	rabY		Rab GTPase
DDB_G0282205	DDB_G0282205		unknown
DDB_G0282207	DDB_G0282207		
DDB_G0282209	DDB_G0282209		type A von Willebrand factor (VWFA) domain-containing protein
DDB_G0282211	DDB_G0282211		
DDB_G0282213	DDB_G0282213		
DDB_G0282215	DDB_G0282215		AAA ATPase domain-containing protein
DDB_G0282219	mfap1		microfibrillar-associated protein 1-like protein
DDB_G0282221	DDB_G0282221		
DDB_G0282223	DDB_G0282223		
DDB_G0282225	DDB_G0282225		
DDB_G0282227	DDB_G0282227		
DDB_G0282229	DDB_G0282229		
DDB_G0282231	DDB_G0282231		
DDB_G0282233	DDB_G0282233		PV1H14130_P.
DDB_G0282235	rfc5		replication factor C subunit 5
DDB_G0282237	DDB_G0282237		DDT domain-containing protein
DDB_G0282239	DDB_G0282239		N2227-like domain-containing protein
DDB_G0282241	DDB_G0282241		Q9ZPR1 Cell division control protein 48 homolog B (AtCDC48b).
DDB_G0282243	nhp2l1		U4/U6 small nuclear ribonucleoprotein, non-histone chromosome protein 2-like 1, high mobility group-like nuclear protein
DDB_G0282245	forD	dDia4, drf4	actin binding protein, formin homology domain-containing protein
DDB_G0282247	rapgapB		RapGAP/RanGAP domain-containing protein, putative RapGAP
DDB_G0282249	DDB_G0282249		
DDB_G0282251	DDB_G0282251		
DDB_G0282253	DDB_G0282253		
DDB_G0282255	DDB_G0282255		carbohydrate-binding domain-containing protein, CMP/dCMP deaminase, zinc-binding domain-containing protein
DDB_G0282257	DDB_G0282257		
DDB_G0282259	DDB_G0282259		
DDB_G0282261	ech1		enoyl Coenzyme A hydratase, Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase
DDB_G0282263	DDB_G0282263		leucine-rich repeat-containing protein (LRR)
DDB_G0282265	sgmC		metallophosphoesterase domain-containing protein, putative sphingomyelinase
DDB_G0282267	DDB_G0282267		FKBP-type peptidylprolyl cis-trans isomerase (PPIase)
DDB_G0282269	DDB_G0282269		
DDB_G0282271	gxcV	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, FYVE-type zinc finger-containing protein
DDB_G0282273	DDB_G0282273		
DDB_G0282275	DDB_G0282275		
DDB_G0282277	DDB_G0282277		
DDB_G0282279	DDB_G0282279		
DDB_G0282281	DDB_G0282281		
DDB_G0282283	CYP515B1	ostB	cytochrome P450 family protein
DDB_G0282285	DDB_G0282285		cyclin-like F-box containing protein, ApaG domain-containing protein
DDB_G0282287	DDB_G0282287		
DDB_G0282289	dhkD		histidine kinase, protein kinase, Atypical group, HisK family protein kinase
DDB_G0282291	potA	DG1057	calcium-activated BK potassium channel, alpha subunit family protein, putative calcium-activated potassium channel
DDB_G0282293	rnpA	82D, RNP	RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, putative RNA binding protein
DDB_G0282295	ubqA		ubiquitin
DDB_G0282297	forB		actin binding protein, formin homology domain-containing protein
DDB_G0282299	DDB_G0282299	ligA	BRCT domain-containing protein, DNA ligase
DDB_G0282301	DDB_G0282301		
DDB_G0282303	DDB_G0282303	rabGAP	ankyrin repeat-containing protein, RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)
DDB_G0282305	DDB_G0282305		Gp63 homolog.
DDB_G0282307	DDB_G0282307		unknown
DDB_G0282311	DDB_G0282311		major facilitator superfamily protein, MFS family protein
DDB_G0282313	DDB_G0282313		heat shock protein DnaJ family protein
DDB_G0282315	DDB_G0282315		hssA/2C/7E family protein
DDB_G0282317	DDB_G0282317		hssA/2C/7E family protein
DDB_G0282319	DDB_G0282319		hssA/2C/7E family protein
DDB_G0282321	DDB_G0282321		hssA/2C/7E family protein
DDB_G0282323	DDB_G0282323		hssA/2C/7E family protein
DDB_G0282325	DDB_G0282325		hssA/2C/7E family protein
DDB_G0282327	DDB_G0282327		unknown
DDB_G0282329	DDB_G0282329		
DDB_G0282331	DDB_G0282331		
DDB_G0282333	DDB_G0282333		
DDB_G0282335	DDB_G0282335		Group-specific antigen.
DDB_G0282337	DDB_G0282337		Phosphatidylserine decarboxylase proenzyme 2 precursor.
DDB_G0282339	rpa5	rpa40	RNA polymerase III subunit, RNA polymerase I subunit
DDB_G0282341	DDB_G0282341		
DDB_G0282343	DDB_G0282343		Similar to Y51A2D.19.p.
DDB_G0282345	DDB_G0282345		
DDB_G0282347	CYP513E2_ps	CYP513E2P	pseudogene
DDB_G0282349	CYP513E3_ps	CYP513E3P	pseudogene
DDB_G0282351	DDB_G0282351		
DDB_G0282353	CYP513E1		cytochrome P450 family protein
DDB_G0282355	DDB_G0282355_RTE		integrase
DDB_G0282357	pksB		short-chain dehydrogenase/reductase (SDR) family protein, 3-oxoacyl-[acyl-carrier protein] reductase
DDB_G0282359	ppiA	veg159, rcdR	cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)
DDB_G0282361	prlA	veg138, rcdS	proliferation associated protein
DDB_G0282363	psmA1	DG1026, prtC	20S proteasome subunit C2, proteasome subunit alpha type 1, 20S proteasome subunit alpha-1
DDB_G0282365	rac1C		Rho GTPase
DDB_G0282367	selD		selenide water dikinase, selenophosphate synthase
DDB_G0282369	ubqG	rcdLL, veg116	ubiquitin
DDB_G0282371	veg111		hyaluronidase
DDB_G0282373	gbpD	gefU, RapGEF	RasGEF domain-containing protein, cyclic GMP-binding protein
DDB_G0282375	amiB	med13	putative mediator complex subunit 13
DDB_G0282377	dhkM		histidine kinase, protein kinase, Atypical group, HisK family protein kinase
DDB_G0282379	rpl28		S60 ribosomal protein L28
DDB_G0282381	gefC	RasGEF, racGEF	regulator of chromosome condensation (RCC1) domain-containing protein, RhoGEF domain-containing protein, Ras nucleotide exchange factor
DDB_G0282383	DDB_G0282383		
DDB_G0282385	DDB_G0282385		
DDB_G0282387	DDB_G0282387		3'-5' exonuclease domain-containing protein
DDB_G0282389	DDB_G0282389		
DDB_G0282391	DDB_G0282391		
DDB_G0282393	DDB_G0282393		
DDB_G0282395	gacQ	RacGAP	RhoGAP domain-containing protein
DDB_G0282397	mbtps1		membrane-bound transcription factor peptidase, site 1, subtilase family protein
DDB_G0282399	DDB_G0282399		
DDB_G0282401	DDB_G0282401		
DDB_G0282403	DDB_G0282403		
DDB_G0282405	DDB_G0282405		Group-specific antigen.
DDB_G0282407	DDB_G0282407		
DDB_G0282409	DDB_G0282409		bromodomain-containing protein, BRD group protein
DDB_G0282411	DDB_G0282411		
DDB_G0282413	DDB_G0282413		
DDB_G0282415	DDB_G0282415		
DDB_G0282417	DDB_G0282417		putative protein kinase
DDB_G0282419	CYP508B1		cytochrome P450 family protein
DDB_G0282421	DDB_G0282421		
DDB_G0282423	ponD		putative actin binding protein, ponticulin-related protein
DDB_G0282425	DDB_G0282425		
DDB_G0282427	DDB_G0282427		PHD zinc finger-containing protein, HMG1/2 (high mobility group) box-containing protein
DDB_G0282429	DDB_G0282429		putative protein serine/threonine kinase, putative myosin light chain kinase, CAMK1 family protein kinase, protein kinase, CAMK group, putative CAM kinase
DDB_G0282431	DDB_G0282431		
DDB_G0282433	DDB_G0282433		
DDB_G0282435	DDB_G0282435		
DDB_G0282437	DDB_G0282437		
DDB_G0282439	DDB_G0282439		
DDB_G0282441	DDB_G0282441		
DDB_G0282443	DDB_G0282443		
DDB_G0282445	DDB_G0282445		
DDB_G0282447	DDB_G0282447		
DDB_G0282449	DDB_G0282449		
DDB_G0282451	DDB_G0282451		
DDB_G0282453	med1		putative mediator complex subunit 1
DDB_G0282455	DDB_G0282455		
DDB_G0282457	arrA		ADP-ribosylation factor-related, ARF-related
DDB_G0282459	grlH		G-protein-coupled receptor (GPCR) family 3 protein 8
DDB_G0282461	grlC		G-protein-coupled receptor (GPCR) family 3 protein 3
DDB_G0282463	DDB_G0282463		carbohydrate-binding domain-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)
DDB_G0282465	DDB_G0282465		
DDB_G0282467	DDB_G0282467		1-aminocyclopropane-1-carboxylate synthase, S-adenosyl-L-methionine methylthioadenosine-lyase, ACC synthase
DDB_G0282469	gnt13		putative glycosyltransferase, putative GlcNAc transferase, putative beta-1,3-N-acetylglucosaminyltransferase
DDB_G0282471	DDB_G0282471		
DDB_G0282473	ints9	INT9	integrator complex subunit 9
DDB_G0282475	gxcF	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein
DDB_G0282477	DDB_G0282477		
DDB_G0282479	DDB_G0282479		
DDB_G0282481	DDB_G0282481		
DDB_G0282483	DDB_G0282483		
DDB_G0282485	DDB_G0282485	CP44	centrosomal protein 44 kDa
DDB_G0282487	DDB_G0282487		
DDB_G0282489	mhkD	MHCK-D	putative protein serine/threonine kinase, putative myosin heavy chain kinase, protein kinase, Atypical group, Alpha kinase family protein, MHCK subfamily protein kinase
DDB_G0282491	DDB_G0282491		
DDB_G0282493	aatB		aspartate aminotransferase, aspartate transaminase
DDB_G0282495	DDB_G0282495		
DDB_G0282497	DDB_G0282497		
DDB_G0282499	DDB_G0282499		transcription factor E2F/dimerisation partner (TDP) family protein
DDB_G0282501	DDB_G0282501		
DDB_G0282503	DDB_G0282503		
DDB_G0282505	DDB_G0282505		
DDB_G0282507	DDB_G0282507		5'-B-MODULE (Fragment).
DDB_G0282509	DDB_G0282509		
DDB_G0282511	DDB_G0282511		
DDB_G0282513	DDB_G0282513		
DDB_G0282515	DDB_G0282515		
DDB_G0282517	DDB_G0282517		AhpC/TSA family protein
DDB_G0282519	DDB_G0282519		
DDB_G0282521	DDB_G0282521		
DDB_G0282523	DDB_G0282523		
DDB_G0282525	DDB_G0282525		
DDB_G0282527	pemtA	PEMT	phospholipid methyltransferase family protein, phosphatidylethanolamine N-methyltransferase
DDB_G0282529	rbbD		WD-40 repeat-containing protein, WD40 repeat-containing protein, putative Retinoblastoma (Rb) binding protein
DDB_G0282531	DDB_G0282531		deoxyribonuclease, tatD-related DNAse
DDB_G0282533	DDB_G0282533		
DDB_G0282535	DDB_G0282535		Similar to Dictyostelium discoideum (Slime mold). histidine kinase A.
DDB_G0282537	rabS		Rab GTPase
DDB_G0282539	nagB		beta-N-acetylhexosaminidase, glycoside hydrolase family 20 protein, beta-hexosaminidase, N-acetylglucosaminidase
DDB_G0282541	DDB_G0282541		Polyprotein (Fragment).
DDB_G0282543	DDB_G0282543		Group-specific antigen.
DDB_G0282545	DDB_G0282545		
DDB_G0282547	DDB_G0282547		
DDB_G0282549	DDB_G0282549		
DDB_G0282551	DDB_G0282551		
DDB_G0282553	DDB_G0282553_ps		pseudogene
DDB_G0282555	DDB_G0282555		
DDB_G0282557	DDB_G0282557		Similar to Dictyostelium discoideum (Slime mold). Inositol 5-phosphatase 2.
DDB_G0282559	dduA		metallophosphoesterase domain-containing protein, N-terminal purple acid phosphatase domain-containing protein
DDB_G0282561	DDB_G0282561		5'-B-MODULE (Fragment).
DDB_G0282563	DDB_G0282563		
DDB_G0282565	DDB_G0282565		
DDB_G0282567	DDB_G0282567		
DDB_G0282569	sf3b3		CPSF domain-containing protein, splicing factor 3B subunit 3
DDB_G0282571	DDB_G0282571		unknown
DDB_G0282573	DDB_G0282573		WD40 repeat-containing protein
DDB_G0282575	DDB_G0282575	rabGAP	regulator of chromosome condensation (RCC1) domain-containing protein, RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)
DDB_G0282577	DDB_G0282577		
DDB_G0282579	pldZ	PLD3	phospholipase D3
DDB_G0282581	wdr45l	wipi3	WD repeat domain phosphoinositide-interacting protein 3, wdr45 like protein
DDB_G0282583	DDB_G0282583		G protein signalling regulator
DDB_G0282585	DDB_G0282585		unknown
DDB_G0282587	DDB_G0282587		
DDB_G0282589	DDB_G0282589		
DDB_G0282591	omt7		O-methyltransferase family 2 protein
DDB_G0282593	DDB_G0282593		XAP5 protein, XAP-5 protein
DDB_G0282595	gmfA		putative actin binding protein, ADF/cofilin-like domain-containing protein, glia maturation factor
DDB_G0282597	DDB_G0282597		
DDB_G0282599	DDB_G0282599		
DDB_G0282601	rps11		40S ribosomal protein S11
DDB_G0282603	DDB_G0282603		NUDIX hydrolase family protein
DDB_G0282605	DDB_G0282605		leucine-rich repeat-containing protein (LRR), Rho GTPase domain containing protein
DDB_G0282607	crsA		ceramide synthase, sphingosine N-acyltransferase, dihydroxyceramide synthase
DDB_G0282609	DDB_G0282609		unknown
DDB_G0282611	DDB_G0282611		phosphopantothenatecysteine ligase
DDB_G0282613	DDB_G0282613		
DDB_G0282615	midA		DUF185 family protein
DDB_G0282617	psmF1		proteasome inhibitor PI31 subunit
DDB_G0282619	DDB_G0282619		
DDB_G0282621	DDB_G0282621		
DDB_G0282623	wdr3	UTP12	WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein
DDB_G0282625	pikG	PI3K5	phosphatidylinositol 3-kinase, PI3kinase
DDB_G0282627	vps15	PIK3R4	putative protein serine/threonine kinase, VPS15 family protein kinase
DDB_G0282629	DDB_G0282629		
DDB_G0282631	DDB_G0282631		
DDB_G0282633	DDB_G0282633		ankyrin repeat-containing protein, regulator of chromosome condensation (RCC1) domain-containing protein, BTB/POZ domain-containing protein, putative guanine nucleotide exchange factor (GEF)
DDB_G0282635	DDB_G0282635		
DDB_G0282637	DDB_G0282637		
DDB_G0282639	DDB_G0282639		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0282641	DDB_G0282641		unknown
DDB_G0282643	DDB_G0282643		unknown
DDB_G0282645	DDB_G0282645		
DDB_G0282647	DDB_G0282647		
DDB_G0282649	DDB_G0282649_ps		pseudogene
DDB_G0282651	rsmN		small GTPase
DDB_G0282653	DDB_G0282653		Rab GTPase
DDB_G0282655	DDB_G0282655		UPF0534 protein
DDB_G0282657	DDB_G0282657		
DDB_G0282659	DDB_G0282659		Pol.
DDB_G0282661	DDB_G0282661		
DDB_G0282663	DDB_G0282663		
DDB_G0282665	DDB_G0282665		
DDB_G0282667	DDB_G0282667		Kelch repeat-containing protein, cyclin-like F-box containing protein
DDB_G0282671	DDB_G0282671_ps		pseudogene
DDB_G0282673	DDB_G0282673		
DDB_G0282675	DDB_G0282675_ps		pseudogene
DDB_G0282677	spt16		FACT complex subunit SPT16
DDB_G0282679	DDB_G0282679		Similar to Thermotoga maritima. DNA-directed DNA polymerase I.
DDB_G0282681	DDB_G0282681		
DDB_G0282683	DDB_G0282683		cytochrome b5 domain-containing protein
DDB_G0282685	DDB_G0282685		
DDB_G0282687	DDB_G0282687		
DDB_G0282689	DDB_G0282689		
DDB_G0282691	DDB_G0282691		
DDB_G0282693	pex10		RING zinc finger-containing protein, transmembrane protein, peroxisome biogenesis factor 10, peroxin 10
DDB_G0282695	DDB_G0282695		
DDB_G0282697	nfyA		putative CCAAT-binding transcription factor, chain A, putative histone-like transcription factor
DDB_G0282699	DDB_G0282699		
DDB_G0282701	DDB_G0282701		
DDB_G0282703	DDB_G0282703		
DDB_G0282705	DDB_G0282705		
DDB_G0282707	DDB_G0282707		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0282709	DDB_G0282709		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0282711	DDB_G0282711		PHD zinc finger-containing protein
DDB_G0282713	DDB_G0282713		
DDB_G0282715	DDB_G0282715		Alpha amylase family protein.
DDB_G0282717	gxcAA	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein, Phox domain-containing protein, calponin homology (CH) domain-containing protein
DDB_G0282719	DDB_G0282719		
DDB_G0282721	DDB_G0282721		
DDB_G0282723	tmem104		transmembrane protein, amino acid/polyamine transporter II, amino acid transporter, amino acid permease
DDB_G0282725	vilD		villin
DDB_G0282727	mcfU		mitochondrial substrate carrier family protein
DDB_G0282729	DDB_G0282729		unknown
DDB_G0282731	polA2		DNA polymerase alpha subunit B
DDB_G0282735	DDB_G0282735		
DDB_G0282737	DDB_G0282737		P54661 Small aggregate formation protein.
DDB_G0282739	rpb4	DDRPB4	DNA-directed RNA polymerase II subunit 4
DDB_G0282741	ddx18		putative RNA helicase, DEAD/DEAH box helicase
DDB_G0282743	haao		3-hydroxyanthranilate 3,4-dioxygenase
DDB_G0282745	DDB_G0282745		Similar to Dictyostelium discoideum (Slime mold). TRFA.
DDB_G0282747	DDB_G0282747		mitotic spindle assembly checkpoint protein MAD2B
DDB_G0282749	bzpG		putative basic-leucine zipper (bZIP) transcription factor
DDB_G0282751	DDB_G0282751_RTE		integrase fragment
DDB_G0282753	DDB_G0282753		Non-LTR retroelement reverse transcriptase-like protein.
DDB_G0282755	DDB_G0282755		Group-specific antigen.
DDB_G0282757	DDB_G0282757		
DDB_G0282759	DDB_G0282759		Fructose-6-phosphate-2-kinase/fructose-2, 6-bisphosphatase.
DDB_G0282761	DDB_G0282761		unknown
DDB_G0282763	spf27	bcas2	spliceosome-associated protein
DDB_G0282765	DDB_G0282765		short-chain dehydrogenase/reductase (SDR) family protein
DDB_G0282767	DDB_G0282767		
DDB_G0282769	CYP522A1		cytochrome P450 family protein
DDB_G0282771	DDB_G0282771		
DDB_G0282773	DDB_G0282773		
DDB_G0282775	DDB_G0282775		
DDB_G0282777	DDB_G0282777		putative protein serine/threonine kinase
DDB_G0282779	DDB_G0282779		
DDB_G0282781	DDB_G0282781		
DDB_G0282783	DDB_G0282783		unknown
DDB_G0282785	DDB_G0282785		
DDB_G0282787	DDB_G0282787		Pol.
DDB_G0282789	DDB_G0282789		
DDB_G0282791	DDB_G0282791		
DDB_G0282793	wdr61		WD40 repeat-containing protein
DDB_G0282795	DDB_G0282795		
DDB_G0282797	DDB_G0282797		Pol.
DDB_G0282799	DDB_G0282799		5'-B-MODULE (Fragment).
DDB_G0282801	DDB_G0282801		involucrin repeat-containing protein
DDB_G0282803	rcl1		RNA 3'-terminal phosphate cyclase family protein
DDB_G0282805	DDB_G0282805		
DDB_G0282807	DDB_G0282807		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0282809	DDB_G0282809		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0282811	gtaK		putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 11
DDB_G0282813	arcB	arpE, Arc35, ARPC2, p34-Arc	actin related protein 2/3 complex, subunit 2, actin related protein 2/3 complex, 34 kDa subunit
DDB_G0282815	DDB_G0282815	orfSGP	unknown
DDB_G0282817	patB	PAT2	P-type ATPase
DDB_G0282819	sglA		sphingosine-1-phosphate lyase, S1P lyase
DDB_G0282821	DDB_G0282821		
DDB_G0282823	DDB_G0282823		
DDB_G0282825	yipf6		Yip1 domain-containing protein
DDB_G0282827	DDB_G0282827		
DDB_G0282829	DDB_G0282829		
DDB_G0282831	pcbd		pterin-4-alpha-carbinolamine dehydratase
DDB_G0282833	DDB_G0282833		
DDB_G0282835	srfB		putative MADS-box transcription factor
DDB_G0282839	DDB_G0282839		
DDB_G0282841	DDB_G0282841		
DDB_G0282843	DDB_G0282843		
DDB_G0282845	DDB_G0282845		
DDB_G0282847	rab5B		Rab GTPase
DDB_G0282849	DDB_G0282849		
DDB_G0282851	DDB_G0282851		
DDB_G0282853	DDB_G0282853		TCTP family protein 1
DDB_G0282855	DDB_G0282855		
DDB_G0282857	DDB_G0282857		
DDB_G0282859	DDB_G0282859		
DDB_G0282861	DDB_G0282861		TCTP family protein 2
DDB_G0282863	snrpG		LSM (like-Sm) domain-containing protein, putative small nuclear ribonucleoprotein G
DDB_G0282865	DDB_G0282865		
DDB_G0282867	DDB_G0282867		
DDB_G0282869	sslA_ps1		pseudogene
DDB_G0282873	DDB_G0282873		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM
DDB_G0282875	DDB_G0282875		
DDB_G0282877	DDB_G0282877		
DDB_G0282879	DDB_G0282879		
DDB_G0282881	DDB_G0282881		Acetylornitine deacetylase.
DDB_G0282883	DDB_G0282883		
DDB_G0282885	DDB_G0282885		FLJ21908 protein.
DDB_G0282887	trappc2		trafficking protein particle complex subunit 2
DDB_G0282891	pakG		putative protein serine/threonine kinase, STE20 family protein kinase, protein kinase, STE group, PAKL subfamily protein kinase
DDB_G0282893	DDB_G0282893		
DDB_G0282895	DDB_G0282895		MORN repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein
DDB_G0282897	tom7		translocase of outer mitochondrial membrane
DDB_G0282899	rabV		Rab GTPase
DDB_G0282901	DDB_G0282901		
DDB_G0282903	DDB_G0282903		unknown
DDB_G0282905	DDB_G0282905		
DDB_G0282907	DDB_G0282907		
DDB_G0282917	DDB_G0282917		
DDB_G0282919	DDB_G0282919		Putative transposase.
DDB_G0282921	ctu1	veg136, rcdM, atpbd3	ATP-binding domain-containing protein 3, UPF0021 family protein, PP-loop ATPase domain-containing protein, cytosolic thiouridylase subunit 1
DDB_G0282923	rdeA		Hpt domain-containing protein, histidine-containing phosphotransfer domain-containing protein
DDB_G0282925	lvsE		BEACH domain-containing protein
DDB_G0282927	dhkL		histidine kinase, protein kinase, Atypical group, HisK family protein kinase
DDB_G0282929	atg12	APG12	autophagy protein 12
DDB_G0282931	abcB6		ABC transporter B family protein
DDB_G0282933	mcm7		MCM family protein, putative DNA replication licensing factor
DDB_G0282935	DDB_G0282935		
DDB_G0282937	DDB_G0282937		unknown
DDB_G0282939	DDB_G0282939		
DDB_G0282941	DDB_G0282941	rasGAP	Ras GTPase activation domain-containing protein
DDB_G0282943	DDB_G0282943		RapGAP/RanGAP domain-containing protein, putative RapGAP
DDB_G0282945	DDB_G0282945		
DDB_G0282947	DDB_G0282947		
DDB_G0282949	elmoC		engulfment and cell motility ELM family protein
DDB_G0282951	DDB_G0282951		unknown
DDB_G0282953	DDB_G0282953		unknown
DDB_G0282955	DDB_G0282955		
DDB_G0282957	DDB_G0282957		unknown
DDB_G0282959	DDB_G0282959		P-type ATPase, transmembrane protein
DDB_G0282961	DDB_G0282961		
DDB_G0282963	DDB_G0282963		protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase
DDB_G0282965	DDB_G0282965		
DDB_G0282967	acadsb		acyl-Coenzyme A dehydrogenase, short/branched chain, acyl-CoA dehydrogenase
DDB_G0282969	masB		malate synthase
DDB_G0282971	DDB_G0282971		
DDB_G0282973	DDB_G0282973		
DDB_G0282975	DDB_G0282975		
DDB_G0282977	DDB_G0282977		
DDB_G0282979	efa1G		glutathione S-transferase domain-containing protein, elongation factor 1 gamma, elongation factor 1g
DDB_G0282981	tgrI_ps2		pseudogene
DDB_G0282983	DDB_G0282983		cyclin-like F-box containing protein
DDB_G0282985	DDB_G0282985		
DDB_G0282987	hcpB		chromo (CHRomatin Organization MOdifier) domain-containing protein, heterochromatin protein, HP1-like protein
DDB_G0282989	fscB		G-protein-coupled receptor (GPCR) family protein, frizzled and smoothened-like sans CRD protein
DDB_G0282991	DDB_G0282991		
DDB_G0282993	sodC	SOD	superoxide dismutase
DDB_G0282995	DDB_G0282995		
DDB_G0282997	rad54		SNF2-related domain-containing protein, DEAD/DEAH box helicase domain-containing protein, CHR group protein, helicase, C-terminal domain-containing protein
DDB_G0282999	maoD		amine oxidase (flavin-containing), monoamine oxidase
DDB_G0283001	DDB_G0283001		
DDB_G0283003	DDB_G0283003		NifU-like protein.
DDB_G0283005	agtA	aGalT1, GT78	WD40 repeat-containing protein, glycosyltransferase, alpha-galactosyltransferase, UDP-Gal:fucoside alpha3-galactosyltransferase
DDB_G0283007	DDB_G0283007		unknown
DDB_G0283009	mcm8		MCM family protein
